year,instance,predicted_class,true_class,test
1970,reasonable,moral,moral,null_test
1970,constant,neutral,moral,null_test
1970,honest,moral,moral,null_test
1970,together,neutral,moral,null_test
1970,nation,moral,moral,null_test
1970,family,neutral,moral,null_test
1970,families,moral,moral,null_test
1970,group,neutral,moral,null_test
1970,patriot,moral,moral,null_test
1970,community,moral,moral,null_test
1970,companion,neutral,moral,null_test
1970,comrades,moral,moral,null_test
1970,collective,moral,moral,null_test
1970,joint,neutral,moral,null_test
1970,unison,neutral,moral,null_test
1970,unite,moral,moral,null_test
1970,fellow,moral,moral,null_test
1970,devote,moral,moral,null_test
1970,member,neutral,moral,null_test
1970,ally,moral,moral,null_test
1970,obedience,moral,moral,null_test
1970,obey,moral,moral,null_test
1970,obedient,moral,moral,null_test
1970,duty,moral,moral,null_test
1970,law,moral,moral,null_test
1970,lawful,moral,moral,null_test
1970,legality,moral,moral,null_test
1970,legal,moral,moral,null_test
1970,duties,moral,moral,null_test
1970,award,neutral,moral,null_test
1970,honor,moral,moral,null_test
1970,respect,moral,moral,null_test
1970,respectful,moral,moral,null_test
1970,respected,moral,moral,null_test
1970,respects,moral,moral,null_test
1970,order,moral,moral,null_test
1970,father,moral,moral,null_test
1970,mother,moral,moral,null_test
1970,mothers,moral,moral,null_test
1970,tradition,neutral,moral,null_test
1970,hierarchy,neutral,moral,null_test
1970,authority,moral,moral,null_test
1970,permit,moral,moral,null_test
1970,permission,neutral,moral,null_test
1970,rank,neutral,moral,null_test
1970,leader,moral,moral,null_test
1970,lead,neutral,moral,null_test
1970,class,moral,moral,null_test
1970,position,neutral,moral,null_test
1970,compliance,moral,moral,null_test
1970,command,moral,moral,null_test
1970,supremacy,moral,moral,null_test
1970,control,neutral,moral,null_test
1970,submission,moral,moral,null_test
1970,submit,moral,moral,null_test
1970,commit,moral,moral,null_test
1970,allegiance,moral,moral,null_test
1970,serve,neutral,moral,null_test
1970,abide,moral,moral,null_test
1970,deference,moral,moral,null_test
1970,defer,moral,moral,null_test
1970,revered,moral,moral,null_test
1970,idol,moral,moral,null_test
1970,fear,moral,moral,null_test
1970,veneration,moral,moral,null_test
1970,comply,moral,moral,null_test
1970,piety,moral,moral,null_test
1970,pious,moral,moral,null_test
1970,purity,moral,moral,null_test
1970,pure,neutral,moral,null_test
1970,clean,neutral,moral,null_test
1970,sacred,moral,moral,null_test
1970,chaste,moral,moral,null_test
1970,chastity,moral,moral,null_test
1970,holy,moral,moral,null_test
1970,holiness,moral,moral,null_test
1970,sanctify,moral,moral,null_test
1970,saint,neutral,moral,null_test
1970,wholesome,moral,moral,null_test
1970,celibacy,moral,moral,null_test
1970,virgin,neutral,moral,null_test
1970,virgins,moral,moral,null_test
1970,austerity,moral,moral,null_test
1970,integrity,moral,moral,null_test
1970,modesty,moral,moral,null_test
1970,abstinence,moral,moral,null_test
1970,abstain,moral,moral,null_test
1970,upright,neutral,moral,null_test
1970,maiden,moral,moral,null_test
1970,virtuous,moral,moral,null_test
1970,refined,neutral,moral,null_test
1970,decent,moral,moral,null_test
1970,decency,moral,moral,null_test
1970,innocent,moral,moral,null_test
1970,church,neutral,moral,null_test
1970,harm,moral,moral,null_test
1970,injure,moral,moral,null_test
1970,injurious,moral,moral,null_test
1970,suffer,moral,moral,null_test
1970,war,moral,moral,null_test
1970,wars,moral,moral,null_test
1970,warlike,moral,moral,null_test
1970,fight,moral,moral,null_test
1970,battle,neutral,moral,null_test
1970,violence,moral,moral,null_test
1970,violent,moral,moral,null_test
1970,hurt,moral,moral,null_test
1970,kill,moral,moral,null_test
1970,kills,moral,moral,null_test
1970,killed,moral,moral,null_test
1970,killing,moral,moral,null_test
1970,endanger,moral,moral,null_test
1970,cruel,moral,moral,null_test
1970,brutal,moral,moral,null_test
1970,abuse,moral,moral,null_test
1970,damage,neutral,moral,null_test
1970,detrimental,moral,moral,null_test
1970,detriment,moral,moral,null_test
1970,crush,moral,moral,null_test
1970,attack,moral,moral,null_test
1970,annihilate,moral,moral,null_test
1970,destroy,moral,moral,null_test
1970,impair,moral,moral,null_test
1970,wound,neutral,moral,null_test
1970,unfair,moral,moral,null_test
1970,unequal,moral,moral,null_test
1970,bias,neutral,moral,null_test
1970,unjust,moral,moral,null_test
1970,injustice,moral,moral,null_test
1970,bigotry,moral,moral,null_test
1970,discrimination,moral,moral,null_test
1970,discriminate,moral,moral,null_test
1970,disproportion,neutral,moral,null_test
1970,prejudice,moral,moral,null_test
1970,preference,neutral,moral,null_test
1970,exclusion,moral,moral,null_test
1970,exclusive,neutral,moral,null_test
1970,exclude,moral,moral,null_test
1970,foreign,neutral,moral,null_test
1970,enemy,moral,moral,null_test
1970,individual,moral,moral,null_test
1970,deceive,moral,moral,null_test
1970,deception,moral,moral,null_test
1970,spy,neutral,moral,null_test
1970,defiance,moral,moral,null_test
1970,rebel,moral,moral,null_test
1970,dissent,moral,moral,null_test
1970,overthrow,moral,moral,null_test
1970,subvert,moral,moral,null_test
1970,seditious,moral,moral,null_test
1970,sedition,moral,moral,null_test
1970,agitated,neutral,moral,null_test
1970,illegal,moral,moral,null_test
1970,lawless,moral,moral,null_test
1970,defy,moral,moral,null_test
1970,alienate,moral,moral,null_test
1970,oppose,moral,moral,null_test
1970,protest,moral,moral,null_test
1970,refuse,moral,moral,null_test
1970,riot,moral,moral,null_test
1970,obstruct,moral,moral,null_test
1970,disgust,moral,moral,null_test
1970,corruption,moral,moral,null_test
1970,depraved,moral,moral,null_test
1970,disease,moral,moral,null_test
1970,unclean,moral,moral,null_test
1970,dirt,neutral,moral,null_test
1970,contagion,moral,moral,null_test
1970,indecent,moral,moral,null_test
1970,sin,moral,moral,null_test
1970,iniquity,moral,moral,null_test
1970,sinful,moral,moral,null_test
1970,sinner,moral,moral,null_test
1970,sins,moral,moral,null_test
1970,sinned,moral,moral,null_test
1970,whore,moral,moral,null_test
1970,impiety,moral,moral,null_test
1970,impious,moral,moral,null_test
1970,profane,moral,moral,null_test
1970,gross,neutral,moral,null_test
1970,repulse,moral,moral,null_test
1970,sick,moral,moral,null_test
1970,promiscuous,moral,moral,null_test
1970,adultery,moral,moral,null_test
1970,debauchery,moral,moral,null_test
1970,defile,moral,moral,null_test
1970,prostitute,moral,moral,null_test
1970,intemperate,moral,moral,null_test
1970,wanton,moral,moral,null_test
1970,profligate,moral,moral,null_test
1970,filth,moral,moral,null_test
1970,tainted,moral,moral,null_test
1970,stain,neutral,moral,null_test
1970,debased,moral,moral,null_test
1970,wickedness,moral,moral,null_test
1970,wicked,moral,moral,null_test
1970,blemish,moral,moral,null_test
1970,pervert,moral,moral,null_test
1970,wretched,moral,moral,null_test
1970,safe,pos,pos,polarity
1970,peace,pos,pos,polarity
1970,compassionate,pos,pos,polarity
1970,compassion,neg,pos,polarity
1970,sympathy,pos,pos,polarity
1970,care,pos,pos,polarity
1970,protect,pos,pos,polarity
1970,protector,pos,pos,polarity
1970,protection,pos,pos,polarity
1970,shield,pos,pos,polarity
1970,shelter,pos,pos,polarity
1970,amity,pos,pos,polarity
1970,secure,pos,pos,polarity
1970,benefit,pos,pos,polarity
1970,defend,pos,pos,polarity
1970,defender,pos,pos,polarity
1970,defence,pos,pos,polarity
1970,guard,neg,pos,polarity
1970,fair,pos,pos,polarity
1970,fairly,pos,pos,polarity
1970,equal,pos,pos,polarity
1970,justice,pos,pos,polarity
1970,justness,neg,pos,polarity
1970,justification,pos,pos,polarity
1970,justifies,neg,pos,polarity
1970,justifiable,neg,pos,polarity
1970,reciprocal,pos,pos,polarity
1970,impartiality,pos,pos,polarity
1970,impartial,pos,pos,polarity
1970,rights,pos,pos,polarity
1970,equity,pos,pos,polarity
1970,equivalent,pos,pos,polarity
1970,balance,pos,pos,polarity
1970,reasonable,pos,pos,polarity
1970,constant,pos,pos,polarity
1970,honest,pos,pos,polarity
1970,together,pos,pos,polarity
1970,nation,pos,pos,polarity
1970,family,pos,pos,polarity
1970,families,pos,pos,polarity
1970,group,pos,pos,polarity
1970,patriot,pos,pos,polarity
1970,community,pos,pos,polarity
1970,companion,pos,pos,polarity
1970,comrades,pos,pos,polarity
1970,collective,pos,pos,polarity
1970,joint,pos,pos,polarity
1970,unison,pos,pos,polarity
1970,unite,pos,pos,polarity
1970,fellow,pos,pos,polarity
1970,devote,pos,pos,polarity
1970,member,pos,pos,polarity
1970,ally,pos,pos,polarity
1970,obedience,pos,pos,polarity
1970,obey,pos,pos,polarity
1970,obedient,pos,pos,polarity
1970,duty,pos,pos,polarity
1970,law,pos,pos,polarity
1970,lawful,pos,pos,polarity
1970,legality,pos,pos,polarity
1970,legal,pos,pos,polarity
1970,duties,pos,pos,polarity
1970,award,pos,pos,polarity
1970,honor,pos,pos,polarity
1970,respect,pos,pos,polarity
1970,respectful,pos,pos,polarity
1970,respected,pos,pos,polarity
1970,respects,pos,pos,polarity
1970,order,pos,pos,polarity
1970,father,pos,pos,polarity
1970,mother,pos,pos,polarity
1970,mothers,pos,pos,polarity
1970,tradition,pos,pos,polarity
1970,hierarchy,pos,pos,polarity
1970,authority,pos,pos,polarity
1970,permit,pos,pos,polarity
1970,permission,pos,pos,polarity
1970,rank,pos,pos,polarity
1970,leader,pos,pos,polarity
1970,lead,neg,pos,polarity
1970,class,pos,pos,polarity
1970,position,pos,pos,polarity
1970,compliance,pos,pos,polarity
1970,command,pos,pos,polarity
1970,supremacy,pos,pos,polarity
1970,control,neg,pos,polarity
1970,submission,pos,pos,polarity
1970,submit,pos,pos,polarity
1970,commit,neg,pos,polarity
1970,allegiance,pos,pos,polarity
1970,serve,pos,pos,polarity
1970,abide,pos,pos,polarity
1970,deference,pos,pos,polarity
1970,defer,pos,pos,polarity
1970,revered,pos,pos,polarity
1970,idol,neg,pos,polarity
1970,fear,neg,pos,polarity
1970,veneration,pos,pos,polarity
1970,comply,pos,pos,polarity
1970,piety,pos,pos,polarity
1970,pious,pos,pos,polarity
1970,purity,pos,pos,polarity
1970,pure,pos,pos,polarity
1970,clean,pos,pos,polarity
1970,sacred,pos,pos,polarity
1970,chaste,pos,pos,polarity
1970,chastity,pos,pos,polarity
1970,holy,pos,pos,polarity
1970,holiness,pos,pos,polarity
1970,sanctify,neg,pos,polarity
1970,saint,pos,pos,polarity
1970,wholesome,pos,pos,polarity
1970,celibacy,pos,pos,polarity
1970,virgin,pos,pos,polarity
1970,virgins,pos,pos,polarity
1970,austerity,pos,pos,polarity
1970,integrity,pos,pos,polarity
1970,modesty,pos,pos,polarity
1970,abstinence,neg,pos,polarity
1970,abstain,neg,pos,polarity
1970,upright,pos,pos,polarity
1970,maiden,pos,pos,polarity
1970,virtuous,pos,pos,polarity
1970,refined,neg,pos,polarity
1970,decent,pos,pos,polarity
1970,decency,pos,pos,polarity
1970,innocent,neg,pos,polarity
1970,church,pos,pos,polarity
1970,harm,neg,neg,polarity
1970,injure,neg,neg,polarity
1970,injurious,neg,neg,polarity
1970,suffer,neg,neg,polarity
1970,war,neg,neg,polarity
1970,wars,neg,neg,polarity
1970,warlike,neg,neg,polarity
1970,fight,neg,neg,polarity
1970,battle,neg,neg,polarity
1970,violence,neg,neg,polarity
1970,violent,neg,neg,polarity
1970,hurt,neg,neg,polarity
1970,kill,neg,neg,polarity
1970,kills,neg,neg,polarity
1970,killed,neg,neg,polarity
1970,killing,neg,neg,polarity
1970,endanger,neg,neg,polarity
1970,cruel,neg,neg,polarity
1970,brutal,neg,neg,polarity
1970,abuse,neg,neg,polarity
1970,damage,neg,neg,polarity
1970,detrimental,pos,neg,polarity
1970,detriment,pos,neg,polarity
1970,crush,neg,neg,polarity
1970,attack,neg,neg,polarity
1970,annihilate,neg,neg,polarity
1970,destroy,neg,neg,polarity
1970,impair,pos,neg,polarity
1970,wound,neg,neg,polarity
1970,unfair,neg,neg,polarity
1970,unequal,neg,neg,polarity
1970,bias,neg,neg,polarity
1970,unjust,neg,neg,polarity
1970,injustice,neg,neg,polarity
1970,bigotry,neg,neg,polarity
1970,discrimination,neg,neg,polarity
1970,discriminate,neg,neg,polarity
1970,disproportion,neg,neg,polarity
1970,prejudice,neg,neg,polarity
1970,preference,pos,neg,polarity
1970,exclusion,pos,neg,polarity
1970,exclusive,pos,neg,polarity
1970,exclude,neg,neg,polarity
1970,foreign,pos,neg,polarity
1970,enemy,neg,neg,polarity
1970,individual,pos,neg,polarity
1970,deceive,neg,neg,polarity
1970,deception,neg,neg,polarity
1970,spy,neg,neg,polarity
1970,defiance,pos,neg,polarity
1970,rebel,neg,neg,polarity
1970,dissent,pos,neg,polarity
1970,overthrow,neg,neg,polarity
1970,subvert,neg,neg,polarity
1970,seditious,neg,neg,polarity
1970,sedition,neg,neg,polarity
1970,agitated,neg,neg,polarity
1970,illegal,neg,neg,polarity
1970,lawless,neg,neg,polarity
1970,defy,neg,neg,polarity
1970,alienate,pos,neg,polarity
1970,oppose,neg,neg,polarity
1970,protest,neg,neg,polarity
1970,refuse,pos,neg,polarity
1970,riot,neg,neg,polarity
1970,obstruct,neg,neg,polarity
1970,disgust,neg,neg,polarity
1970,corruption,neg,neg,polarity
1970,depraved,neg,neg,polarity
1970,disease,neg,neg,polarity
1970,unclean,neg,neg,polarity
1970,dirt,neg,neg,polarity
1970,contagion,neg,neg,polarity
1970,indecent,neg,neg,polarity
1970,sin,neg,neg,polarity
1970,iniquity,neg,neg,polarity
1970,sinful,neg,neg,polarity
1970,sinner,neg,neg,polarity
1970,sins,neg,neg,polarity
1970,sinned,neg,neg,polarity
1970,whore,neg,neg,polarity
1970,impiety,neg,neg,polarity
1970,impious,neg,neg,polarity
1970,profane,neg,neg,polarity
1970,gross,neg,neg,polarity
1970,repulse,neg,neg,polarity
1970,sick,neg,neg,polarity
1970,promiscuous,neg,neg,polarity
1970,adultery,neg,neg,polarity
1970,debauchery,neg,neg,polarity
1970,defile,neg,neg,polarity
1970,prostitute,pos,neg,polarity
1970,intemperate,neg,neg,polarity
1970,wanton,neg,neg,polarity
1970,profligate,neg,neg,polarity
1970,filth,neg,neg,polarity
1970,tainted,neg,neg,polarity
1970,stain,neg,neg,polarity
1970,debased,neg,neg,polarity
1970,wickedness,neg,neg,polarity
1970,wicked,neg,neg,polarity
1970,blemish,neg,neg,polarity
1970,pervert,neg,neg,polarity
1970,wretched,neg,neg,polarity
1960,safe,+care,+care,categorization
1960,peace,+care,+care,categorization
1960,compassionate,+sanctity,+care,categorization
1960,compassion,+sanctity,+care,categorization
1960,sympathy,+loyalty,+care,categorization
1960,care,+care,+care,categorization
1960,protect,+care,+care,categorization
1960,protector,+care,+care,categorization
1960,protection,+care,+care,categorization
1960,shield,+care,+care,categorization
1960,shelter,+care,+care,categorization
1960,amity,+loyalty,+care,categorization
1960,secure,+care,+care,categorization
1960,benefit,+loyalty,+care,categorization
1960,defend,+care,+care,categorization
1960,defender,+care,+care,categorization
1960,defence,+care,+care,categorization
1960,guard,+care,+care,categorization
1960,fair,+fairness,+fairness,categorization
1960,fairly,+fairness,+fairness,categorization
1960,equal,+fairness,+fairness,categorization
1960,justice,+fairness,+fairness,categorization
1960,justness,-sanctity,+fairness,categorization
1960,justification,+fairness,+fairness,categorization
1960,justifies,+fairness,+fairness,categorization
1960,justifiable,+fairness,+fairness,categorization
1960,reciprocal,+fairness,+fairness,categorization
1960,impartiality,+authority,+fairness,categorization
1960,impartial,+fairness,+fairness,categorization
1960,rights,+authority,+fairness,categorization
1960,equity,+fairness,+fairness,categorization
1960,equivalent,+fairness,+fairness,categorization
1960,balance,+fairness,+fairness,categorization
1960,reasonable,+fairness,+fairness,categorization
1960,constant,+fairness,+fairness,categorization
1960,honest,+sanctity,+fairness,categorization
1960,together,+loyalty,+loyalty,categorization
1960,nation,+care,+loyalty,categorization
1960,family,+loyalty,+loyalty,categorization
1960,families,+loyalty,+loyalty,categorization
1960,group,+loyalty,+loyalty,categorization
1960,patriot,+sanctity,+loyalty,categorization
1960,community,+loyalty,+loyalty,categorization
1960,companion,+sanctity,+loyalty,categorization
1960,comrades,+loyalty,+loyalty,categorization
1960,collective,+authority,+loyalty,categorization
1960,joint,+loyalty,+loyalty,categorization
1960,unison,+sanctity,+loyalty,categorization
1960,unite,+loyalty,+loyalty,categorization
1960,fellow,+loyalty,+loyalty,categorization
1960,devote,+authority,+loyalty,categorization
1960,member,+loyalty,+loyalty,categorization
1960,ally,+care,+loyalty,categorization
1960,obedience,+authority,+authority,categorization
1960,obey,+authority,+authority,categorization
1960,obedient,+authority,+authority,categorization
1960,duty,+authority,+authority,categorization
1960,law,+authority,+authority,categorization
1960,lawful,+authority,+authority,categorization
1960,legality,-authority,+authority,categorization
1960,legal,+fairness,+authority,categorization
1960,duties,+authority,+authority,categorization
1960,award,+authority,+authority,categorization
1960,honor,+authority,+authority,categorization
1960,respect,+authority,+authority,categorization
1960,respectful,+authority,+authority,categorization
1960,respected,+loyalty,+authority,categorization
1960,respects,+authority,+authority,categorization
1960,order,+authority,+authority,categorization
1960,father,+authority,+authority,categorization
1960,mother,+loyalty,+authority,categorization
1960,mothers,+loyalty,+authority,categorization
1960,tradition,+authority,+authority,categorization
1960,hierarchy,+authority,+authority,categorization
1960,authority,+authority,+authority,categorization
1960,permit,+authority,+authority,categorization
1960,permission,+authority,+authority,categorization
1960,rank,+authority,+authority,categorization
1960,leader,+loyalty,+authority,categorization
1960,lead,-care,+authority,categorization
1960,class,+loyalty,+authority,categorization
1960,position,+authority,+authority,categorization
1960,compliance,+authority,+authority,categorization
1960,command,+authority,+authority,categorization
1960,supremacy,+authority,+authority,categorization
1960,control,+care,+authority,categorization
1960,submission,+authority,+authority,categorization
1960,submit,+authority,+authority,categorization
1960,commit,-authority,+authority,categorization
1960,allegiance,+authority,+authority,categorization
1960,serve,+authority,+authority,categorization
1960,abide,+authority,+authority,categorization
1960,deference,+authority,+authority,categorization
1960,defer,+authority,+authority,categorization
1960,revered,+sanctity,+authority,categorization
1960,idol,-sanctity,+authority,categorization
1960,fear,-care,+authority,categorization
1960,veneration,+sanctity,+authority,categorization
1960,comply,+authority,+authority,categorization
1960,piety,+sanctity,+sanctity,categorization
1960,pious,+sanctity,+sanctity,categorization
1960,purity,+sanctity,+sanctity,categorization
1960,pure,+sanctity,+sanctity,categorization
1960,clean,+sanctity,+sanctity,categorization
1960,sacred,+sanctity,+sanctity,categorization
1960,chaste,+sanctity,+sanctity,categorization
1960,chastity,+sanctity,+sanctity,categorization
1960,holy,+sanctity,+sanctity,categorization
1960,holiness,+sanctity,+sanctity,categorization
1960,sanctify,-sanctity,+sanctity,categorization
1960,saint,+sanctity,+sanctity,categorization
1960,wholesome,+sanctity,+sanctity,categorization
1960,celibacy,+sanctity,+sanctity,categorization
1960,virgin,+sanctity,+sanctity,categorization
1960,virgins,+sanctity,+sanctity,categorization
1960,austerity,+sanctity,+sanctity,categorization
1960,integrity,+care,+sanctity,categorization
1960,modesty,+sanctity,+sanctity,categorization
1960,abstinence,-sanctity,+sanctity,categorization
1960,abstain,-fairness,+sanctity,categorization
1960,upright,+sanctity,+sanctity,categorization
1960,maiden,+sanctity,+sanctity,categorization
1960,virtuous,+sanctity,+sanctity,categorization
1960,refined,+sanctity,+sanctity,categorization
1960,decent,+sanctity,+sanctity,categorization
1960,decency,+sanctity,+sanctity,categorization
1960,innocent,-sanctity,+sanctity,categorization
1960,church,+authority,+sanctity,categorization
1960,harm,-care,-care,categorization
1960,injure,-care,-care,categorization
1960,injurious,-care,-care,categorization
1960,suffer,-care,-care,categorization
1960,war,-care,-care,categorization
1960,wars,-care,-care,categorization
1960,warlike,-care,-care,categorization
1960,fight,-care,-care,categorization
1960,battle,-care,-care,categorization
1960,violence,-authority,-care,categorization
1960,violent,-care,-care,categorization
1960,hurt,-care,-care,categorization
1960,kill,-care,-care,categorization
1960,kills,-care,-care,categorization
1960,killed,-care,-care,categorization
1960,killing,-care,-care,categorization
1960,endanger,-care,-care,categorization
1960,cruel,-sanctity,-care,categorization
1960,brutal,-sanctity,-care,categorization
1960,abuse,-sanctity,-care,categorization
1960,damage,-care,-care,categorization
1960,detrimental,-care,-care,categorization
1960,detriment,+loyalty,-care,categorization
1960,crush,-authority,-care,categorization
1960,attack,-care,-care,categorization
1960,annihilate,-authority,-care,categorization
1960,destroy,-care,-care,categorization
1960,impair,-fairness,-care,categorization
1960,wound,-care,-care,categorization
1960,unfair,-fairness,-fairness,categorization
1960,unequal,+fairness,-fairness,categorization
1960,bias,-fairness,-fairness,categorization
1960,unjust,-fairness,-fairness,categorization
1960,injustice,-sanctity,-fairness,categorization
1960,bigotry,-sanctity,-fairness,categorization
1960,discrimination,-fairness,-fairness,categorization
1960,discriminate,-fairness,-fairness,categorization
1960,disproportion,-sanctity,-fairness,categorization
1960,prejudice,-fairness,-fairness,categorization
1960,preference,-fairness,-fairness,categorization
1960,exclusion,-fairness,-fairness,categorization
1960,exclusive,+fairness,-fairness,categorization
1960,exclude,-fairness,-fairness,categorization
1960,foreign,+loyalty,-loyalty,categorization
1960,enemy,-care,-loyalty,categorization
1960,individual,+loyalty,-loyalty,categorization
1960,deceive,-sanctity,-loyalty,categorization
1960,deception,-sanctity,-loyalty,categorization
1960,spy,-authority,-loyalty,categorization
1960,defiance,-authority,-authority,categorization
1960,rebel,-authority,-authority,categorization
1960,dissent,-authority,-authority,categorization
1960,overthrow,-authority,-authority,categorization
1960,subvert,-authority,-authority,categorization
1960,seditious,-authority,-authority,categorization
1960,sedition,-authority,-authority,categorization
1960,agitated,-sanctity,-authority,categorization
1960,illegal,-fairness,-authority,categorization
1960,lawless,-sanctity,-authority,categorization
1960,defy,-care,-authority,categorization
1960,alienate,+authority,-authority,categorization
1960,oppose,-authority,-authority,categorization
1960,protest,-authority,-authority,categorization
1960,refuse,+authority,-authority,categorization
1960,riot,-care,-authority,categorization
1960,obstruct,-authority,-authority,categorization
1960,disgust,-sanctity,-sanctity,categorization
1960,corruption,-sanctity,-sanctity,categorization
1960,depraved,-sanctity,-sanctity,categorization
1960,disease,-care,-sanctity,categorization
1960,unclean,-sanctity,-sanctity,categorization
1960,dirt,-sanctity,-sanctity,categorization
1960,contagion,-sanctity,-sanctity,categorization
1960,indecent,-sanctity,-sanctity,categorization
1960,sin,-sanctity,-sanctity,categorization
1960,iniquity,-sanctity,-sanctity,categorization
1960,sinful,-sanctity,-sanctity,categorization
1960,sinner,-sanctity,-sanctity,categorization
1960,sins,-sanctity,-sanctity,categorization
1960,sinned,-sanctity,-sanctity,categorization
1960,whore,+sanctity,-sanctity,categorization
1960,impiety,-sanctity,-sanctity,categorization
1960,impious,-sanctity,-sanctity,categorization
1960,profane,-sanctity,-sanctity,categorization
1960,gross,-fairness,-sanctity,categorization
1960,repulse,-care,-sanctity,categorization
1960,sick,-sanctity,-sanctity,categorization
1960,promiscuous,-sanctity,-sanctity,categorization
1960,adultery,-sanctity,-sanctity,categorization
1960,debauchery,-sanctity,-sanctity,categorization
1960,defile,-sanctity,-sanctity,categorization
1960,prostitute,-sanctity,-sanctity,categorization
1960,intemperate,-sanctity,-sanctity,categorization
1960,wanton,-sanctity,-sanctity,categorization
1960,profligate,-sanctity,-sanctity,categorization
1960,filth,-sanctity,-sanctity,categorization
1960,tainted,-sanctity,-sanctity,categorization
1960,stain,-sanctity,-sanctity,categorization
1960,debased,-sanctity,-sanctity,categorization
1960,wickedness,-sanctity,-sanctity,categorization
1960,wicked,-sanctity,-sanctity,categorization
1960,blemish,-sanctity,-sanctity,categorization
1960,pervert,-authority,-sanctity,categorization
1960,wretched,-sanctity,-sanctity,categorization
1960,cap,neutral,neutral,null_test
1960,ton,neutral,neutral,null_test
1960,circumstance,moral,neutral,null_test
1960,induce,moral,neutral,null_test
1960,manufacturing,neutral,neutral,null_test
1960,manufacture,neutral,neutral,null_test
1960,platform,neutral,neutral,null_test
1960,franchise,neutral,neutral,null_test
1960,spur,neutral,neutral,null_test
1960,vertical,neutral,neutral,null_test
1960,capricious,moral,neutral,null_test
1960,horn,neutral,neutral,null_test
1960,beaver,neutral,neutral,null_test
1960,eleven,neutral,neutral,null_test
1960,traverse,neutral,neutral,null_test
1960,net,neutral,neutral,null_test
1960,credit,neutral,neutral,null_test
1960,minister,neutral,neutral,null_test
1960,retail,neutral,neutral,null_test
1960,seal,neutral,neutral,null_test
1960,tempt,moral,neutral,null_test
1960,rotation,neutral,neutral,null_test
1960,ought,moral,neutral,null_test
1960,forge,neutral,neutral,null_test
1960,acquisition,neutral,neutral,null_test
1960,repose,moral,neutral,null_test
1960,indication,neutral,neutral,null_test
1960,orb,neutral,neutral,null_test
1960,vent,moral,neutral,null_test
1960,edifice,neutral,neutral,null_test
1960,vowel,neutral,neutral,null_test
1960,staple,neutral,neutral,null_test
1960,sub,neutral,neutral,null_test
1960,forty,neutral,neutral,null_test
1960,testament,neutral,neutral,null_test
1960,barometer,neutral,neutral,null_test
1960,treatment,moral,neutral,null_test
1960,customary,neutral,neutral,null_test
1960,pork,neutral,neutral,null_test
1960,bar,neutral,neutral,null_test
1960,multitude,moral,neutral,null_test
1960,pace,neutral,neutral,null_test
1960,column,neutral,neutral,null_test
1960,context,neutral,neutral,null_test
1960,strand,neutral,neutral,null_test
1960,machine,neutral,neutral,null_test
1960,shout,neutral,neutral,null_test
1960,extension,neutral,neutral,null_test
1960,brazen,neutral,neutral,null_test
1960,ruler,moral,neutral,null_test
1960,depend,moral,neutral,null_test
1960,invisible,neutral,neutral,null_test
1960,borough,neutral,neutral,null_test
1960,technical,neutral,neutral,null_test
1960,reduction,neutral,neutral,null_test
1960,contain,neutral,neutral,null_test
1960,project,neutral,neutral,null_test
1960,third,neutral,neutral,null_test
1960,convention,neutral,neutral,null_test
1960,revolving,neutral,neutral,null_test
1960,principle,moral,neutral,null_test
1960,pagan,moral,neutral,null_test
1960,teeth,neutral,neutral,null_test
1960,chalk,neutral,neutral,null_test
1960,probability,neutral,neutral,null_test
1960,rampart,neutral,neutral,null_test
1960,boar,neutral,neutral,null_test
1960,nitrate,neutral,neutral,null_test
1960,antiquated,moral,neutral,null_test
1960,fir,neutral,neutral,null_test
1960,observer,neutral,neutral,null_test
1960,apartments,neutral,neutral,null_test
1960,priesthood,moral,neutral,null_test
1960,council,neutral,neutral,null_test
1960,reinforcement,neutral,neutral,null_test
1960,preposterous,moral,neutral,null_test
1960,semblance,moral,neutral,null_test
1960,stretch,neutral,neutral,null_test
1960,trunk,neutral,neutral,null_test
1960,iron,neutral,neutral,null_test
1960,hydrogen,neutral,neutral,null_test
1960,news,neutral,neutral,null_test
1960,sovereign,moral,neutral,null_test
1960,apparent,neutral,neutral,null_test
1960,forehead,neutral,neutral,null_test
1960,diffuse,neutral,neutral,null_test
1960,fence,neutral,neutral,null_test
1960,convent,neutral,neutral,null_test
1960,duel,moral,neutral,null_test
1960,alteration,neutral,neutral,null_test
1960,application,neutral,neutral,null_test
1960,bag,neutral,neutral,null_test
1960,brass,neutral,neutral,null_test
1960,publisher,neutral,neutral,null_test
1960,bit,neutral,neutral,null_test
1960,granite,neutral,neutral,null_test
1960,examination,neutral,neutral,null_test
1960,comparative,neutral,neutral,null_test
1960,translator,neutral,neutral,null_test
1960,concern,moral,neutral,null_test
1960,ostentatious,moral,neutral,null_test
1960,reform,neutral,neutral,null_test
1960,rope,neutral,neutral,null_test
1960,drake,neutral,neutral,null_test
1960,dorsal,neutral,neutral,null_test
1960,temperance,moral,neutral,null_test
1960,manual,neutral,neutral,null_test
1960,director,neutral,neutral,null_test
1960,discerning,moral,neutral,null_test
1960,flank,neutral,neutral,null_test
1960,steel,neutral,neutral,null_test
1960,indicate,neutral,neutral,null_test
1960,interval,neutral,neutral,null_test
1960,shorten,neutral,neutral,null_test
1960,inconceivable,moral,neutral,null_test
1960,testimony,moral,neutral,null_test
1960,intermediate,neutral,neutral,null_test
