year,instance,predicted_class,true_class,test
1950,defender,+care,+care,categorization
1950,defence,+care,+care,categorization
1950,guard,-loyalty,+care,categorization
1950,preserve,+care,+care,categorization
1950,fair,+fairness,+fairness,categorization
1950,fairly,+fairness,+fairness,categorization
1950,equal,+fairness,+fairness,categorization
1950,justice,+fairness,+fairness,categorization
1950,justness,+fairness,+fairness,categorization
1950,justification,+fairness,+fairness,categorization
1950,justifies,+fairness,+fairness,categorization
1950,justifiable,+fairness,+fairness,categorization
1950,reciprocal,+fairness,+fairness,categorization
1950,impartiality,+fairness,+fairness,categorization
1950,impartial,+fairness,+fairness,categorization
1950,rights,+care,+fairness,categorization
1950,equity,+fairness,+fairness,categorization
1950,equivalent,+fairness,+fairness,categorization
1950,balance,+fairness,+fairness,categorization
1950,reasonable,+fairness,+fairness,categorization
1950,constant,+fairness,+fairness,categorization
1950,honest,+sanctity,+fairness,categorization
1950,together,+loyalty,+loyalty,categorization
1950,nation,+loyalty,+loyalty,categorization
1950,family,+loyalty,+loyalty,categorization
1950,families,+loyalty,+loyalty,categorization
1950,group,+loyalty,+loyalty,categorization
1950,loyal,+authority,+loyalty,categorization
1950,patriot,-loyalty,+loyalty,categorization
1950,community,+loyalty,+loyalty,categorization
1950,companion,+sanctity,+loyalty,categorization
1950,comrades,-loyalty,+loyalty,categorization
1950,collective,+loyalty,+loyalty,categorization
1950,joint,+loyalty,+loyalty,categorization
1950,unison,+sanctity,+loyalty,categorization
1950,unite,+loyalty,+loyalty,categorization
1950,fellow,+loyalty,+loyalty,categorization
1950,devote,+authority,+loyalty,categorization
1950,member,+loyalty,+loyalty,categorization
1950,ally,+care,+loyalty,categorization
1950,preserve,+care,+authority,categorization
1950,loyal,+loyalty,+authority,categorization
1950,obedience,+authority,+authority,categorization
1950,obey,+authority,+authority,categorization
1950,obedient,+authority,+authority,categorization
1950,duty,+authority,+authority,categorization
1950,law,+authority,+authority,categorization
1950,lawful,+authority,+authority,categorization
1950,legality,+authority,+authority,categorization
1950,legal,+fairness,+authority,categorization
1950,duties,+authority,+authority,categorization
1950,award,+authority,+authority,categorization
1950,honor,+authority,+authority,categorization
1950,respect,+authority,+authority,categorization
1950,respectful,+authority,+authority,categorization
1950,respected,+loyalty,+authority,categorization
1950,respects,+authority,+authority,categorization
1950,order,+authority,+authority,categorization
1950,father,+authority,+authority,categorization
1950,mother,+sanctity,+authority,categorization
1950,mothers,+loyalty,+authority,categorization
1950,tradition,+authority,+authority,categorization
1950,hierarchy,+authority,+authority,categorization
1950,authority,+authority,+authority,categorization
1950,permit,+authority,+authority,categorization
1950,permission,+authority,+authority,categorization
1950,rank,+authority,+authority,categorization
1950,leader,+loyalty,+authority,categorization
1950,lead,-care,+authority,categorization
1950,class,+loyalty,+authority,categorization
1950,position,+authority,+authority,categorization
1950,compliance,+authority,+authority,categorization
1950,command,+authority,+authority,categorization
1950,supremacy,+authority,+authority,categorization
1950,control,+authority,+authority,categorization
1950,submission,+authority,+authority,categorization
1950,submit,+authority,+authority,categorization
1950,commit,-authority,+authority,categorization
1950,allegiance,+authority,+authority,categorization
1950,serve,+care,+authority,categorization
1950,abide,+authority,+authority,categorization
1950,deference,+authority,+authority,categorization
1950,defer,+authority,+authority,categorization
1950,revered,+sanctity,+authority,categorization
1950,idol,-sanctity,+authority,categorization
1950,fear,-care,+authority,categorization
1950,veneration,+sanctity,+authority,categorization
1950,comply,+authority,+authority,categorization
1950,preserve,+care,+sanctity,categorization
1950,piety,+sanctity,+sanctity,categorization
1950,pious,+sanctity,+sanctity,categorization
1950,purity,+sanctity,+sanctity,categorization
1950,pure,+sanctity,+sanctity,categorization
1950,clean,-sanctity,+sanctity,categorization
1950,sacred,+sanctity,+sanctity,categorization
1950,chaste,+sanctity,+sanctity,categorization
1950,chastity,+sanctity,+sanctity,categorization
1950,holy,+sanctity,+sanctity,categorization
1950,holiness,+sanctity,+sanctity,categorization
1950,sanctify,-sanctity,+sanctity,categorization
1950,saint,+sanctity,+sanctity,categorization
1950,wholesome,+sanctity,+sanctity,categorization
1950,celibacy,+sanctity,+sanctity,categorization
1950,virgin,+sanctity,+sanctity,categorization
1950,virgins,+sanctity,+sanctity,categorization
1950,austerity,+sanctity,+sanctity,categorization
1950,integrity,+care,+sanctity,categorization
1950,modesty,+sanctity,+sanctity,categorization
1950,abstinence,+sanctity,+sanctity,categorization
1950,abstain,-care,+sanctity,categorization
1950,upright,+sanctity,+sanctity,categorization
1950,maiden,+sanctity,+sanctity,categorization
1950,virtuous,+sanctity,+sanctity,categorization
1950,refined,-sanctity,+sanctity,categorization
1950,decent,+fairness,+sanctity,categorization
1950,decency,+sanctity,+sanctity,categorization
1950,innocent,-sanctity,+sanctity,categorization
1950,church,+authority,+sanctity,categorization
1950,harm,-care,-care,categorization
1950,injure,-care,-care,categorization
1950,injurious,-care,-care,categorization
1950,suffer,-care,-care,categorization
1950,war,-care,-care,categorization
1950,wars,-care,-care,categorization
1950,warlike,-authority,-care,categorization
1950,fight,-care,-care,categorization
1950,battle,-care,-care,categorization
1950,violence,-authority,-care,categorization
1950,violent,-authority,-care,categorization
1950,hurt,-care,-care,categorization
1950,kill,-care,-care,categorization
1950,kills,-sanctity,-care,categorization
1950,killed,-care,-care,categorization
1950,killing,-care,-care,categorization
1950,endanger,-care,-care,categorization
1950,cruel,-sanctity,-care,categorization
1950,brutal,-sanctity,-care,categorization
1950,abuse,-authority,-care,categorization
1950,damage,-care,-care,categorization
1950,ruin,-care,-care,categorization
1950,ruinous,-sanctity,-care,categorization
1950,detrimental,-care,-care,categorization
1950,detriment,-fairness,-care,categorization
1950,crush,-authority,-care,categorization
1950,attack,-care,-care,categorization
1950,annihilate,-authority,-care,categorization
1950,destroy,-care,-care,categorization
1950,abandon,-loyalty,-care,categorization
1950,impair,+fairness,-care,categorization
1950,exploits,-loyalty,-care,categorization
1950,wound,-care,-care,categorization
1950,unfair,-fairness,-fairness,categorization
1950,unequal,+fairness,-fairness,categorization
1950,bias,+fairness,-fairness,categorization
1950,unjust,-fairness,-fairness,categorization
1950,injustice,-sanctity,-fairness,categorization
1950,bigotry,-authority,-fairness,categorization
1950,discrimination,-fairness,-fairness,categorization
1950,discriminate,-fairness,-fairness,categorization
1950,disproportion,-sanctity,-fairness,categorization
1950,prejudice,-fairness,-fairness,categorization
1950,preference,+authority,-fairness,categorization
1950,exclusion,-fairness,-fairness,categorization
1950,exclusive,+fairness,-fairness,categorization
1950,exclude,-fairness,-fairness,categorization
1950,abandon,-authority,-loyalty,categorization
1950,foreign,+authority,-loyalty,categorization
1950,enemy,-care,-loyalty,categorization
1950,betray,-authority,-loyalty,categorization
1950,treason,-authority,-loyalty,categorization
1950,traitor,-authority,-loyalty,categorization
1950,treachery,-loyalty,-loyalty,categorization
1950,perfidious,-authority,-loyalty,categorization
1950,individual,+loyalty,-loyalty,categorization
1950,deserted,-loyalty,-loyalty,categorization
1950,desert,-authority,-loyalty,categorization
1950,deserters,-authority,-loyalty,categorization
1950,deserting,-authority,-loyalty,categorization
1950,deceive,-care,-loyalty,categorization
1950,deception,-sanctity,-loyalty,categorization
1950,spy,-loyalty,-loyalty,categorization
1950,betray,-loyalty,-authority,categorization
1950,treason,-loyalty,-authority,categorization
1950,traitor,-loyalty,-authority,categorization
1950,treachery,-loyalty,-authority,categorization
1950,perfidious,-sanctity,-authority,categorization
1950,deserted,-loyalty,-authority,categorization
1950,desert,-loyalty,-authority,categorization
1950,deserters,-loyalty,-authority,categorization
1950,deserting,-loyalty,-authority,categorization
1950,defiance,-authority,-authority,categorization
1950,rebel,-authority,-authority,categorization
1950,dissent,+authority,-authority,categorization
1950,overthrow,-authority,-authority,categorization
1950,subvert,-authority,-authority,categorization
1950,seditious,-authority,-authority,categorization
1950,sedition,-authority,-authority,categorization
1950,agitated,-sanctity,-authority,categorization
1950,illegal,-fairness,-authority,categorization
1950,lawless,-sanctity,-authority,categorization
1950,defy,-care,-authority,categorization
1950,alienate,+care,-authority,categorization
1950,heretic,-sanctity,-authority,categorization
1950,oppose,-authority,-authority,categorization
1950,protest,-authority,-authority,categorization
1950,refuse,+authority,-authority,categorization
1950,riot,-care,-authority,categorization
1950,obstruct,-care,-authority,categorization
1950,ruin,-care,-sanctity,categorization
1950,ruinous,-care,-sanctity,categorization
1950,exploits,-loyalty,-sanctity,categorization
1950,heretic,-authority,-sanctity,categorization
1950,disgust,-sanctity,-sanctity,categorization
1950,corruption,-sanctity,-sanctity,categorization
1950,depraved,-sanctity,-sanctity,categorization
1950,disease,-care,-sanctity,categorization
1950,unclean,-sanctity,-sanctity,categorization
1950,dirt,-sanctity,-sanctity,categorization
1950,contagion,-sanctity,-sanctity,categorization
1950,indecent,-sanctity,-sanctity,categorization
1950,sin,-sanctity,-sanctity,categorization
1950,iniquity,-sanctity,-sanctity,categorization
1950,sinful,-sanctity,-sanctity,categorization
1950,sinner,-sanctity,-sanctity,categorization
1950,sins,-sanctity,-sanctity,categorization
1950,sinned,-sanctity,-sanctity,categorization
1950,whore,-sanctity,-sanctity,categorization
1950,impiety,-sanctity,-sanctity,categorization
1950,impious,-sanctity,-sanctity,categorization
1950,profane,-sanctity,-sanctity,categorization
1950,gross,-fairness,-sanctity,categorization
1950,repulse,-care,-sanctity,categorization
1950,sick,-sanctity,-sanctity,categorization
1950,promiscuous,-sanctity,-sanctity,categorization
1950,adultery,-sanctity,-sanctity,categorization
1950,debauchery,-sanctity,-sanctity,categorization
1950,defile,-sanctity,-sanctity,categorization
1950,prostitute,-sanctity,-sanctity,categorization
1950,intemperate,-sanctity,-sanctity,categorization
1950,wanton,-sanctity,-sanctity,categorization
1950,profligate,-sanctity,-sanctity,categorization
1950,filth,-sanctity,-sanctity,categorization
1950,tainted,-sanctity,-sanctity,categorization
1950,stain,-sanctity,-sanctity,categorization
1950,debased,-sanctity,-sanctity,categorization
1950,wickedness,-sanctity,-sanctity,categorization
1950,wicked,-sanctity,-sanctity,categorization
1950,blemish,-sanctity,-sanctity,categorization
1950,pervert,-authority,-sanctity,categorization
1950,wretched,-sanctity,-sanctity,categorization
1940,safe,+care,+care,categorization
1940,peace,+care,+care,categorization
1940,compassionate,-sanctity,+care,categorization
1940,compassion,-sanctity,+care,categorization
1940,sympathy,+loyalty,+care,categorization
1940,care,+care,+care,categorization
1940,protect,+care,+care,categorization
1940,protector,+authority,+care,categorization
1940,protection,+care,+care,categorization
1940,shield,+care,+care,categorization
1940,shelter,+care,+care,categorization
1940,amity,+sanctity,+care,categorization
1940,secure,+care,+care,categorization
1940,benefit,+loyalty,+care,categorization
1940,defend,+care,+care,categorization
1940,defender,+care,+care,categorization
1940,defence,+care,+care,categorization
1940,guard,+care,+care,categorization
1940,preserve,+care,+care,categorization
1940,fair,+fairness,+fairness,categorization
1940,fairly,+fairness,+fairness,categorization
1940,equal,+fairness,+fairness,categorization
1940,justice,+fairness,+fairness,categorization
1940,justness,+authority,+fairness,categorization
1940,justification,+fairness,+fairness,categorization
1940,justifies,+fairness,+fairness,categorization
1940,justifiable,+fairness,+fairness,categorization
1940,reciprocal,+fairness,+fairness,categorization
1940,impartiality,+fairness,+fairness,categorization
1940,impartial,+fairness,+fairness,categorization
1940,rights,+care,+fairness,categorization
1940,equity,+fairness,+fairness,categorization
1940,equivalent,+fairness,+fairness,categorization
1940,balance,+fairness,+fairness,categorization
1940,reasonable,+fairness,+fairness,categorization
1940,constant,+fairness,+fairness,categorization
1940,honest,+sanctity,+fairness,categorization
1940,together,+loyalty,+loyalty,categorization
1940,nation,+loyalty,+loyalty,categorization
1940,family,+loyalty,+loyalty,categorization
1940,families,+loyalty,+loyalty,categorization
1940,group,+loyalty,+loyalty,categorization
1940,loyal,+authority,+loyalty,categorization
1940,patriot,-authority,+loyalty,categorization
1940,community,+loyalty,+loyalty,categorization
1940,companion,+sanctity,+loyalty,categorization
1940,comrades,+loyalty,+loyalty,categorization
1940,collective,+authority,+loyalty,categorization
1940,joint,+loyalty,+loyalty,categorization
1940,unison,+sanctity,+loyalty,categorization
1940,unite,+loyalty,+loyalty,categorization
1940,fellow,+loyalty,+loyalty,categorization
1940,devote,+authority,+loyalty,categorization
1940,member,+loyalty,+loyalty,categorization
1940,ally,+care,+loyalty,categorization
1940,preserve,+care,+authority,categorization
1940,loyal,+loyalty,+authority,categorization
1940,obedience,+authority,+authority,categorization
1940,obey,+authority,+authority,categorization
1940,obedient,+authority,+authority,categorization
1940,duty,+authority,+authority,categorization
1940,law,+authority,+authority,categorization
1940,lawful,+authority,+authority,categorization
1940,legality,+fairness,+authority,categorization
1940,legal,+fairness,+authority,categorization
1940,duties,+authority,+authority,categorization
1940,award,+authority,+authority,categorization
1940,honor,+authority,+authority,categorization
1940,respect,+authority,+authority,categorization
1940,respectful,+authority,+authority,categorization
1940,respected,+loyalty,+authority,categorization
1940,respects,+authority,+authority,categorization
1940,order,+authority,+authority,categorization
1940,father,+authority,+authority,categorization
1940,mother,+authority,+authority,categorization
1940,mothers,+loyalty,+authority,categorization
1940,tradition,+authority,+authority,categorization
1940,hierarchy,+authority,+authority,categorization
1940,authority,+authority,+authority,categorization
1940,permit,+fairness,+authority,categorization
1940,permission,+authority,+authority,categorization
1940,rank,+authority,+authority,categorization
1940,leader,+loyalty,+authority,categorization
1940,lead,-care,+authority,categorization
1940,class,+loyalty,+authority,categorization
1940,position,+authority,+authority,categorization
1940,compliance,+authority,+authority,categorization
1940,command,+authority,+authority,categorization
1940,supremacy,+authority,+authority,categorization
1940,control,+authority,+authority,categorization
1940,submission,+authority,+authority,categorization
1940,submit,+authority,+authority,categorization
1940,commit,-authority,+authority,categorization
1940,allegiance,+authority,+authority,categorization
1940,serve,+care,+authority,categorization
1940,abide,+authority,+authority,categorization
1940,deference,+authority,+authority,categorization
1940,defer,+authority,+authority,categorization
1940,revered,+sanctity,+authority,categorization
1940,idol,-sanctity,+authority,categorization
1940,fear,-care,+authority,categorization
1940,veneration,+sanctity,+authority,categorization
1940,comply,+authority,+authority,categorization
1940,preserve,+care,+sanctity,categorization
1940,piety,+sanctity,+sanctity,categorization
1940,pious,+sanctity,+sanctity,categorization
1940,purity,+sanctity,+sanctity,categorization
1940,pure,+sanctity,+sanctity,categorization
1940,clean,-sanctity,+sanctity,categorization
1940,sacred,+sanctity,+sanctity,categorization
1940,chaste,+sanctity,+sanctity,categorization
1940,chastity,+sanctity,+sanctity,categorization
1940,holy,+sanctity,+sanctity,categorization
1940,holiness,+sanctity,+sanctity,categorization
1940,sanctify,+sanctity,+sanctity,categorization
1940,saint,+sanctity,+sanctity,categorization
1940,wholesome,+sanctity,+sanctity,categorization
1940,celibacy,+sanctity,+sanctity,categorization
1940,virgin,+sanctity,+sanctity,categorization
1940,virgins,+sanctity,+sanctity,categorization
1940,austerity,+sanctity,+sanctity,categorization
1940,integrity,+care,+sanctity,categorization
1940,modesty,+sanctity,+sanctity,categorization
1940,abstinence,+sanctity,+sanctity,categorization
1940,abstain,-fairness,+sanctity,categorization
1940,upright,+sanctity,+sanctity,categorization
1940,maiden,+sanctity,+sanctity,categorization
1940,virtuous,+sanctity,+sanctity,categorization
1940,refined,-sanctity,+sanctity,categorization
1940,decent,+authority,+sanctity,categorization
1940,decency,+sanctity,+sanctity,categorization
1940,innocent,-sanctity,+sanctity,categorization
1940,church,+loyalty,+sanctity,categorization
1940,harm,-care,-care,categorization
1940,injure,-care,-care,categorization
1940,injurious,-fairness,-care,categorization
1940,suffer,-care,-care,categorization
1940,war,-care,-care,categorization
1940,wars,-care,-care,categorization
1940,warlike,-sanctity,-care,categorization
1940,fight,-care,-care,categorization
1940,battle,-care,-care,categorization
1940,violence,-authority,-care,categorization
1940,violent,-care,-care,categorization
1940,hurt,-care,-care,categorization
1940,kill,-care,-care,categorization
1940,kills,-sanctity,-care,categorization
1940,killed,-care,-care,categorization
1940,killing,-care,-care,categorization
1940,endanger,-care,-care,categorization
1940,cruel,-sanctity,-care,categorization
1940,brutal,-sanctity,-care,categorization
1940,abuse,-fairness,-care,categorization
1940,damage,-care,-care,categorization
1940,ruin,-care,-care,categorization
1940,ruinous,-sanctity,-care,categorization
1940,detrimental,-care,-care,categorization
1940,detriment,+care,-care,categorization
1940,crush,-care,-care,categorization
1940,attack,-care,-care,categorization
1940,annihilate,-authority,-care,categorization
1940,destroy,-care,-care,categorization
1940,abandon,-loyalty,-care,categorization
1940,impair,+fairness,-care,categorization
1940,exploits,-sanctity,-care,categorization
1940,wound,-sanctity,-care,categorization
1940,unfair,-fairness,-fairness,categorization
1940,unequal,+fairness,-fairness,categorization
1940,bias,-fairness,-fairness,categorization
1940,unjust,-fairness,-fairness,categorization
1940,injustice,-sanctity,-fairness,categorization
1940,bigotry,-sanctity,-fairness,categorization
1940,discrimination,-fairness,-fairness,categorization
1940,discriminate,-fairness,-fairness,categorization
1940,disproportion,-sanctity,-fairness,categorization
1940,prejudice,-fairness,-fairness,categorization
1940,preference,+authority,-fairness,categorization
1940,exclusion,-fairness,-fairness,categorization
1940,exclusive,+fairness,-fairness,categorization
1940,exclude,-fairness,-fairness,categorization
1940,abandon,+authority,-loyalty,categorization
1940,foreign,+authority,-loyalty,categorization
1940,enemy,-care,-loyalty,categorization
1940,betray,-authority,-loyalty,categorization
1940,treason,-authority,-loyalty,categorization
1940,traitor,-authority,-loyalty,categorization
1940,treachery,-loyalty,-loyalty,categorization
1940,perfidious,-authority,-loyalty,categorization
1940,individual,+loyalty,-loyalty,categorization
1940,deserted,-authority,-loyalty,categorization
1940,desert,-authority,-loyalty,categorization
1940,deserters,-authority,-loyalty,categorization
1940,deserting,-authority,-loyalty,categorization
1940,deceive,-loyalty,-loyalty,categorization
1940,deception,-fairness,-loyalty,categorization
1940,spy,-loyalty,-loyalty,categorization
1940,betray,-loyalty,-authority,categorization
1940,treason,-loyalty,-authority,categorization
1940,traitor,-loyalty,-authority,categorization
1940,treachery,-loyalty,-authority,categorization
1940,perfidious,-loyalty,-authority,categorization
1940,deserted,-loyalty,-authority,categorization
1940,desert,-loyalty,-authority,categorization
1940,deserters,-loyalty,-authority,categorization
1940,deserting,-loyalty,-authority,categorization
1940,defiance,-authority,-authority,categorization
1940,rebel,-authority,-authority,categorization
1940,dissent,+authority,-authority,categorization
1940,overthrow,-care,-authority,categorization
1940,subvert,-authority,-authority,categorization
1940,seditious,-authority,-authority,categorization
1940,sedition,-authority,-authority,categorization
1940,agitated,-sanctity,-authority,categorization
1940,illegal,-fairness,-authority,categorization
1940,lawless,-authority,-authority,categorization
1940,defy,-authority,-authority,categorization
1940,alienate,+care,-authority,categorization
1940,heretic,-sanctity,-authority,categorization
1940,oppose,-authority,-authority,categorization
1940,protest,-authority,-authority,categorization
1940,refuse,+authority,-authority,categorization
1940,riot,-authority,-authority,categorization
1940,obstruct,-care,-authority,categorization
1940,ruin,-care,-sanctity,categorization
1940,ruinous,-care,-sanctity,categorization
1940,exploits,-loyalty,-sanctity,categorization
1940,heretic,-authority,-sanctity,categorization
1940,disgust,-sanctity,-sanctity,categorization
1940,corruption,-sanctity,-sanctity,categorization
1940,depraved,-sanctity,-sanctity,categorization
1940,disease,-care,-sanctity,categorization
1940,unclean,-sanctity,-sanctity,categorization
1940,dirt,-sanctity,-sanctity,categorization
1940,contagion,-sanctity,-sanctity,categorization
1940,indecent,-sanctity,-sanctity,categorization
1940,sin,-sanctity,-sanctity,categorization
1940,iniquity,-sanctity,-sanctity,categorization
1940,sinful,-sanctity,-sanctity,categorization
1940,sinner,-sanctity,-sanctity,categorization
1940,sins,-sanctity,-sanctity,categorization
1940,sinned,-sanctity,-sanctity,categorization
1940,whore,-sanctity,-sanctity,categorization
1940,impiety,-sanctity,-sanctity,categorization
1940,impious,-sanctity,-sanctity,categorization
1940,profane,-sanctity,-sanctity,categorization
1940,gross,-fairness,-sanctity,categorization
1940,repulse,-care,-sanctity,categorization
1940,sick,-sanctity,-sanctity,categorization
1940,promiscuous,-sanctity,-sanctity,categorization
1940,adultery,-sanctity,-sanctity,categorization
1940,debauchery,-sanctity,-sanctity,categorization
1940,defile,-sanctity,-sanctity,categorization
1940,prostitute,-loyalty,-sanctity,categorization
1940,intemperate,-sanctity,-sanctity,categorization
1940,wanton,-sanctity,-sanctity,categorization
1940,profligate,-sanctity,-sanctity,categorization
1940,filth,-sanctity,-sanctity,categorization
1940,tainted,-sanctity,-sanctity,categorization
1940,stain,-sanctity,-sanctity,categorization
1940,debased,+sanctity,-sanctity,categorization
1940,wickedness,-sanctity,-sanctity,categorization
1940,wicked,-sanctity,-sanctity,categorization
1940,blemish,+sanctity,-sanctity,categorization
1940,pervert,-sanctity,-sanctity,categorization
1940,wretched,-sanctity,-sanctity,categorization
1930,safe,+fairness,+care,categorization
1930,peace,+care,+care,categorization
1930,compassionate,+sanctity,+care,categorization
1930,compassion,-sanctity,+care,categorization
1930,sympathy,+loyalty,+care,categorization
1930,care,+authority,+care,categorization
1930,protect,+care,+care,categorization
1930,protector,+loyalty,+care,categorization
1930,protection,+care,+care,categorization
1930,shield,+care,+care,categorization
1930,shelter,+care,+care,categorization
1930,amity,+sanctity,+care,categorization
1930,secure,+care,+care,categorization
1930,benefit,+loyalty,+care,categorization
1930,defend,+care,+care,categorization
1930,defender,+care,+care,categorization
1930,defence,+care,+care,categorization
1930,guard,+care,+care,categorization
1930,preserve,+care,+care,categorization
1930,fair,+fairness,+fairness,categorization
1930,fairly,+fairness,+fairness,categorization
1930,equal,+fairness,+fairness,categorization
1930,justice,+fairness,+fairness,categorization
1930,justness,+fairness,+fairness,categorization
1930,justification,+fairness,+fairness,categorization
1930,justifies,+fairness,+fairness,categorization
1930,justifiable,+fairness,+fairness,categorization
1930,reciprocal,+fairness,+fairness,categorization
1930,impartiality,+sanctity,+fairness,categorization
1930,impartial,+fairness,+fairness,categorization
1930,rights,+authority,+fairness,categorization
1930,equity,+fairness,+fairness,categorization
1930,equivalent,+fairness,+fairness,categorization
1930,balance,+fairness,+fairness,categorization
1930,reasonable,+fairness,+fairness,categorization
1930,constant,+fairness,+fairness,categorization
1930,honest,+sanctity,+fairness,categorization
1930,together,+loyalty,+loyalty,categorization
1930,nation,+loyalty,+loyalty,categorization
1930,family,+loyalty,+loyalty,categorization
1930,families,+loyalty,+loyalty,categorization
1930,group,+loyalty,+loyalty,categorization
1930,loyal,+authority,+loyalty,categorization
1930,patriot,+sanctity,+loyalty,categorization
1930,community,+loyalty,+loyalty,categorization
1930,companion,+loyalty,+loyalty,categorization
1930,comrades,-loyalty,+loyalty,categorization
1930,collective,+loyalty,+loyalty,categorization
1930,joint,+loyalty,+loyalty,categorization
1930,unison,+authority,+loyalty,categorization
1930,unite,+loyalty,+loyalty,categorization
1930,fellow,+loyalty,+loyalty,categorization
1930,devote,+authority,+loyalty,categorization
1930,member,+loyalty,+loyalty,categorization
1930,ally,+care,+loyalty,categorization
1930,preserve,+care,+authority,categorization
1930,loyal,+loyalty,+authority,categorization
1930,obedience,+authority,+authority,categorization
1930,obey,+authority,+authority,categorization
1930,obedient,+authority,+authority,categorization
1930,duty,+authority,+authority,categorization
1930,law,+authority,+authority,categorization
1930,lawful,+authority,+authority,categorization
1930,legality,+authority,+authority,categorization
1930,legal,+fairness,+authority,categorization
1930,duties,+authority,+authority,categorization
1930,award,+fairness,+authority,categorization
1930,honor,+authority,+authority,categorization
1930,respect,+authority,+authority,categorization
1930,respectful,+authority,+authority,categorization
1930,respected,+loyalty,+authority,categorization
1930,respects,+authority,+authority,categorization
1930,order,+authority,+authority,categorization
1930,father,+authority,+authority,categorization
1930,mother,+authority,+authority,categorization
1930,mothers,+loyalty,+authority,categorization
1930,tradition,+authority,+authority,categorization
1930,hierarchy,+authority,+authority,categorization
1930,authority,+authority,+authority,categorization
1930,permit,+authority,+authority,categorization
1930,permission,+authority,+authority,categorization
1930,rank,+authority,+authority,categorization
1930,leader,+loyalty,+authority,categorization
1930,lead,-care,+authority,categorization
1930,class,+loyalty,+authority,categorization
1930,position,+authority,+authority,categorization
1930,compliance,+authority,+authority,categorization
1930,command,+authority,+authority,categorization
1930,supremacy,+authority,+authority,categorization
1930,control,+authority,+authority,categorization
1930,submission,+authority,+authority,categorization
1930,submit,+authority,+authority,categorization
1930,commit,-authority,+authority,categorization
1930,allegiance,+authority,+authority,categorization
1930,serve,+care,+authority,categorization
1930,abide,+authority,+authority,categorization
1930,deference,+authority,+authority,categorization
1930,defer,+authority,+authority,categorization
1930,revered,+sanctity,+authority,categorization
1930,idol,-authority,+authority,categorization
1930,fear,-care,+authority,categorization
1930,veneration,+sanctity,+authority,categorization
1930,comply,+authority,+authority,categorization
1930,preserve,+care,+sanctity,categorization
1930,piety,+sanctity,+sanctity,categorization
1930,pious,+sanctity,+sanctity,categorization
1930,purity,+sanctity,+sanctity,categorization
1930,pure,+sanctity,+sanctity,categorization
1930,clean,+sanctity,+sanctity,categorization
1930,sacred,+sanctity,+sanctity,categorization
1930,chaste,+sanctity,+sanctity,categorization
1930,chastity,+sanctity,+sanctity,categorization
1930,holy,+sanctity,+sanctity,categorization
1930,holiness,+sanctity,+sanctity,categorization
1930,sanctify,-sanctity,+sanctity,categorization
1930,saint,+sanctity,+sanctity,categorization
1930,wholesome,+sanctity,+sanctity,categorization
1930,celibacy,+sanctity,+sanctity,categorization
1930,virgin,+sanctity,+sanctity,categorization
1930,virgins,+sanctity,+sanctity,categorization
1930,austerity,+sanctity,+sanctity,categorization
1930,integrity,+care,+sanctity,categorization
1930,modesty,+sanctity,+sanctity,categorization
1930,abstinence,+sanctity,+sanctity,categorization
1930,abstain,-authority,+sanctity,categorization
1930,upright,+sanctity,+sanctity,categorization
1930,maiden,+sanctity,+sanctity,categorization
1930,virtuous,+sanctity,+sanctity,categorization
1930,refined,+sanctity,+sanctity,categorization
1930,decent,+sanctity,+sanctity,categorization
1930,decency,+sanctity,+sanctity,categorization
1930,innocent,-sanctity,+sanctity,categorization
1930,church,+authority,+sanctity,categorization
1930,harm,-care,-care,categorization
1930,injure,-care,-care,categorization
1930,injurious,-care,-care,categorization
1930,suffer,-care,-care,categorization
1930,war,-care,-care,categorization
1930,wars,-care,-care,categorization
1930,warlike,-authority,-care,categorization
1930,fight,-care,-care,categorization
1930,battle,-care,-care,categorization
1930,violence,-care,-care,categorization
1930,violent,-care,-care,categorization
1930,hurt,-care,-care,categorization
1930,kill,-care,-care,categorization
1930,kills,-sanctity,-care,categorization
1930,killed,-care,-care,categorization
1930,killing,-care,-care,categorization
1930,endanger,-care,-care,categorization
1930,cruel,-sanctity,-care,categorization
1930,brutal,-sanctity,-care,categorization
1930,abuse,-fairness,-care,categorization
1930,damage,-care,-care,categorization
1930,ruin,-care,-care,categorization
1930,ruinous,-sanctity,-care,categorization
1930,detrimental,-care,-care,categorization
1930,detriment,+care,-care,categorization
1930,crush,-care,-care,categorization
1930,attack,-care,-care,categorization
1930,annihilate,-care,-care,categorization
1930,destroy,-care,-care,categorization
1930,abandon,-loyalty,-care,categorization
1930,impair,+fairness,-care,categorization
1930,exploits,-loyalty,-care,categorization
1930,wound,-care,-care,categorization
1930,unfair,-fairness,-fairness,categorization
1930,unequal,-care,-fairness,categorization
1930,bias,-fairness,-fairness,categorization
1930,unjust,-fairness,-fairness,categorization
1930,injustice,-sanctity,-fairness,categorization
1930,bigotry,-sanctity,-fairness,categorization
1930,discrimination,-fairness,-fairness,categorization
1930,discriminate,-fairness,-fairness,categorization
1930,disproportion,-sanctity,-fairness,categorization
1930,prejudice,-fairness,-fairness,categorization
1930,preference,-fairness,-fairness,categorization
1930,exclusion,-fairness,-fairness,categorization
1930,exclusive,+fairness,-fairness,categorization
1930,exclude,-fairness,-fairness,categorization
1930,abandon,-care,-loyalty,categorization
1930,foreign,+authority,-loyalty,categorization
